rank,app_id,title
44,app.gajami.keycap,"딸깍 - 키캡 ASMR"
45,com.Chillgaming.oneState,"OneState RP: 온라인 롤플레잉"
46,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
47,com.nexon.ma,"메이플 키우기"
48,com.leap.searchit,"Search It – 숨은그림찾기"
49,com.supercell.brawlstars,"브롤스타즈"
50,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
51,com.haegin.kbo,"2026 프로야구GO!"
52,com.lucky.arrow.out.path,"Lucky Arrow Out"
53,com.dwgames.chunorpg,"추노 키우기"
54,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
55,com.flower.forest.word.puzzle,"Flower Forest - 워드 퍼즐"
56,com.epicoro.castleclashers,"Castle Busters"
57,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
58,com.pg2.kr1,"에보트레이너"
59,com.sled.surfers.game,"Sled Surfers  - 슬로프 어드벤처"
60,io.supercent.weaponrpg,"XP Hero (XP 히어로)"
61,com.playrix.township,"꿈의 마을 (Township)"
62,com.whoyaho.tanghulu,"탕후루의 달인 - 두쫀쿠, 급식, 배달 먹방 ASMR"
63,com.nebula.mahjongtile,"마작 블래스트 (Mahjong Blast)"
64,com.yoyogames.love.makeover.dressup.dating.crush.game,"Love Makeover: Dress Up Game"
65,com.arrow.madness.games.arrows.escape.puzzle.game,"Maze Madness - 두뇌 퍼즐"
66,com.xgame.asia.kr.gp,"히어로 클래시: 연결 대작전"
67,com.su.kg3.gb,"포춘 헌터: 골든 사가"
68,com.percent.aos.luckydefense,"운빨존많겜"
69,pics.karaage.sokutaiho,"순찰중! 바로 체포!"
70,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
71,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
72,io.voodoo.holeio,"Hole.io"
73,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
74,com.whoyaho.pendeco,"볼꾸의 달인 - 볼펜 꾸미기 ASMR 비즈 만들기"
75,com.ujoygp.flower,"오늘의 꽃"
76,sheep.animal.parking.puzzle.game.jam,"Sheep Dash: Sheep Away"
77,com.wood.block.sudoku.puzzle.bm,"블록 크러시: 블록 블라스트 퍼즐"
78,com.robtopx.geometryjumplite,"Geometry Dash Lite"
79,com.pocketchamps.game,"포켓 챔프: 3D 레이싱 게임"
80,com.readygo.barrel.gp,"라스트 Z: 서바이벌 슈터"
81,com.k8games.dreamfurniggl,"꿈꾸는 가구점: 합성 & 스토리 게임"
82,com.warrior.screw.gp,"나사 풀기 대작전"
83,com.moonactive.cmboard,"Coin Master: 보드 어드벤처"
84,io.supercent.linkedcubic,"스네이크 클래시 (Snake Clash)"
85,com.flatgames.football.referee.simulator,"축구 심판 시뮬레이션 3D (Referee Game)"
86,com.vincentb.MobControl,"Mob Control"
87,ball.sort.puzzle.color.sorting.bubble.games,"볼 정렬 퍼즐 게임 - 재미있는 색상 정렬 게임"
88,com.fty.thejudge,"들여보낼까 말까? - Let Them In?"
89,com.fc.goods.sort.matching.puzzle.triplemaster,"상품 정렬: 매치 3 퍼즐 - Goods Sorting"
90,com.warvow.omgoogle,"전선:WAR VOW"
91,com.hdfzxrpg.googlelb,"해적 키우기-방치형 RPG"
92,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
93,com.brain.logic.joygame,"Brain Puzzle 2: Logic Twist"
94,com.hollywood.merge,"할리우드 머지"
95,com.fiveminlab.overgeared.hero.backpack.merge,"템빨용사: 픽셀 아이템 머지 RPG"
96,com.bunbunstudio.magicblocktiles,"음악 피아노 7:  음악게임 & 피아노게임"
97,find.difference.spot.differences.hidden.puzzle.games.free,"차이점 - 찾기 & 발견하기"
98,com.Chodun.CatGunner,"총잡이 고양이 : 방치형 키우기 RPG"
99,com.u1.relax.minigame3,"Mini Challenges: Calm Games"
100,io.supercent.pizzaidle,"피자 레디 (Pizza Ready)"
