rank,app_id,title
44,com.dreamgames.royalkingdom,"로얄 킹덤 (Royal Kingdom)"
45,com.dwgames.chunorpg,"추노 키우기"
46,com.lucky.arrow.out.path,"Lucky Arrow Out"
47,word.games.puzzle.offline.games,"낱말퀴즈-단어&단어게임&두뇌 훈련&현실적인 게임"
48,com.secretlovetile.app.game,"Secret Love Tile: Match"
49,com.flower.forest.word.puzzle,"Flower Forest - 워드 퍼즐"
50,com.pocket.sort.coin.puzzle.game,"포켓 정렬 (Pocket Sort): 동전 병합 퍼즐"
51,com.warrior.screw.gp,"나사 풀기 대작전"
52,app.gajami.keycap,"딸깍 - 키캡 ASMR"
53,com.mymskr.gp,"호드 워:어벤저의 소환"
54,com.pg2.kr1,"에보트레이너"
55,com.supercell.brawlstars,"브롤스타즈"
56,com.arrow.madness.games.arrows.escape.puzzle.game,"Maze Madness - 두뇌 퍼즐"
57,com.gof.global,"WOS: 화이트아웃 서바이벌"
58,com.percent.aos.cooptd,"협타디: 협동 타워 디펜스"
59,com.dreamgames.royalmatch,"로얄 매치 Royal Match"
60,com.unept.leveldevil,"Level Devil - NOT A Troll Game"
61,com.youmusic.magictiles,"매직 타일 3: 피아노 게임 케이팝 노래"
62,com.cedargames.mysterytown,"미스터리 타운: 합성 게임 (Mystery Town)"
63,io.supercent.weaponrpg,"XP Hero (XP 히어로)"
64,com.epicoro.castleclashers,"Castle Busters"
65,com.hidea.cat.magicrecipe,"고양이와 스프: 마법의 레시피 (머지 게임)"
66,sheep.animal.parking.puzzle.game.jam,"Sheep Dash: Sheep Away"
67,com.playrix.township,"꿈의 마을 (Township)"
68,com.yoyogames.love.makeover.dressup.dating.crush.game,"Love Makeover: Dress Up Game"
69,com.haegin.kbo,"2026 프로야구GO!"
70,com.percent.aos.luckydefense,"운빨존많겜"
71,com.nflystudio.InfiniteStaircase,"무한의 계단"
72,com.readygo.barrel.gp,"라스트 Z: 서바이벌 슈터"
73,com.pocketchamps.game,"포켓 챔프: 3D 레이싱 게임"
74,easy.sudoku.puzzle.solver.free,"스도쿠 - 클래식 스도쿠 퍼즐"
75,com.wood.block.sudoku.puzzle.bm,"블록 크러시: 블록 블라스트 퍼즐"
76,find.difference.spot.differences.hidden.puzzle.games.free,"차이점 - 찾기 & 발견하기"
77,pics.karaage.sokutaiho,"순찰중! 바로 체포!"
78,com.xgame.asia.kr.gp,"히어로 클래시: 연결 대작전"
79,com.sled.surfers.game,"Sled Surfers  - 슬로프 어드벤처"
80,com.whoyaho.tanghulu,"탕후루의 달인 - 두쫀쿠, 급식, 배달 먹방 ASMR"
81,com.robtopx.geometryjumplite,"Geometry Dash Lite"
82,com.warvow.omgoogle,"전선:WAR VOW"
83,com.spheresort.yhk,"로맨틱 스피어 볼 분류"
84,ball.sort.puzzle.color.sorting.bubble.games,"볼 정렬 퍼즐 게임 - 재미있는 색상 정렬 게임"
85,com.superplaystudios.disneysolitairedreams,"Disney Solitaire"
86,com.hollywood.merge,"할리우드 머지"
87,com.moonactive.cmboard,"Coin Master: 보드 어드벤처"
88,io.voodoo.holeio,"Hole.io"
89,com.fiveminlab.overgeared.hero.backpack.merge,"템빨용사: 픽셀 아이템 머지 RPG"
90,com.brain.logic.joygame,"Brain Puzzle 2: Logic Twist"
91,wool.match.color.sort.jam.puzzle,"털실 마스터"
92,net.gameduo.gv,"캣 히어로 : 방치형 RPG"
93,com.whoyaho.pendeco,"볼꾸의 달인 - 볼펜 꾸미기 ASMR 비즈 만들기"
94,com.vincentb.MobControl,"Mob Control"
95,com.hdfzxrpg.googlelb,"해적 키우기-방치형 RPG"
96,com.merge.game.foodstars,"푸드스타: 합쳐서 요리하기"
97,com.devsisters.cba,"쿠키런: 모험의 탑"
98,com.rush.xtreme.sports,"러시: 익스트림 (RUSH: Xtreme)"
99,com.brain.crazy.joygame,"Brain Puzzle 3: Crazy Mind"
100,com.amsq.beauty.slotgoddess,"슬롯 여신c"
